Time,Result,ExpectedResult,MeanResult,CitiesCount,TrucksCount,Iterations,Temperature,Coef
78.96516060829163,1378,2097.845744,784,32,5,1000000,1,0.95
75.10053777694702,1467,2098.448641,784,32,5,1000000,2,0.95
69.33562588691711,1468,2099.952101,784,32,5,1000000,5,0.95
70.29712271690369,1419,2099.046309,784,32,5,1000000,10,0.95
