Time,Result,ExpectedResult,MeanResult,CitiesCount,TrucksCount,Iterations,Temperature,Coef
0.6851956844329834,1508,2096.9152,784,32,5,10000,10,0.95
7.402055740356445,1494,2098.60026,784,32,5,100000,10,0.95
69.22997379302979,1338,2098.062947,784,32,5,1000000,10,0.95
