Time,Result,ExpectedResult,MeanResult,CitiesCount,TrucksCount,Iterations,Temperature,Coef
69.12827348709106,1439,2098.952768,784,32,5,1000000,100,0.9
74.22613096237183,1479,2099.284822,784,32,5,1000000,100,0.95
69.82522511482239,1418,2097.624749,784,32,5,1000000,100,0.975
73.30508375167847,1376,2099.08818,784,32,5,1000000,100,0.99
73.83571028709412,1420,2098.553501,784,32,5,1000000,100,0.999
